0.13323441 2296.0956
0.19985698 431.0772
0.26647955 14.323426
0.33309139 28.365975
0.39971396 22.594086
0.46633653 20.995077
0.53294837 11.337368
0.59957094 15.263326
0.66619351 14.015687
0.73280535 7.321161
0.79942792 3.47006
0.86605049 4.961841
0.93267306 2.300168
0.9992849 2.046482
1.0659075 1.843074
1.13253 0.945564
1.1991419 1.320712
1.2657645 0.920134
1.332387 1.049066
1.3989989 0.909626
1.4656214 0.446786
1.532244 0.518708
1.5988558 0.449303
1.6654784 0.373109
1.732101 0.401914
1.7987128 0.338841
1.8653354 0.257367
1.931958 0.258476
1.9985698 0.226288
2.0651924 0.21909
2.1318149 0.249568
2.1984268 0.245579
2.2650493 0.173963
2.3316719 0.219203
2.3982945 0.16554
2.4649063 0.272094
2.5315289 0.212349
2.5981515 0.247752
2.6647633 0.14274
2.7313859 0.16552
2.7980084 0.194385
2.8646203 0.210609
2.9312429 0.135583
2.9978654 0.189512
3.0644773 0.154996
3.1310998 0.174974
3.1977224 0.241508
3.2643342 0.310033
3.3309568 0.212608
3.3975794 0.297109
3.4641912 0.190291
3.5308138 0.404932
3.5974364 0.261828
3.6640482 0.230289
3.7306708 0.352634
3.7972933 0.327987
3.8639159 0.41036
3.9305278 0.531677
3.9971503 0.369914
4.0637729 0.659919
4.1303847 0.222567
4.1970073 0.770739
4.2636299 0.617757
4.3302417 0.896736
4.3968643 0.779784
4.4634869 0.490692
4.5300987 0.549046
4.5967213 0.835796
4.6633438 1.721145
4.7299557 0.8069
4.7965783 0.480672
4.8632008 1.252015
4.9298127 0.761125
4.9964352 0.731476
5.0630578 0.468284
5.1296696 0.701446
5.1962922 0.910176
5.2629148 1.250815
5.3295266 0.442045
5.3961492 0.433861
5.4627718 1.287748
5.5293943 0.937686
5.5960062 0.848447
5.6626287 1.103592
5.7292513 0.672524
5.7958631 0.854996
5.8624857 1.661807
5.9291083 1.00518
5.9957201 0.728479
6.0623427 0.931493
6.1289653 1.339022
6.1955771 1.239038
6.2621997 1.006916
6.3288222 1.270288
6.3954341 0.780282
6.4620567 0.82413
6.5286792 1.03219
6.5952911 1.145696
6.6619136 1.24924
6.7285362 1.71708
6.795148 0.551055
6.8617706 1.85107
6.9283932 1.578084
6.9950158 2.649426
7.0616276 1.519892
7.1282502 2.386794
7.1948727 0.853928
7.2614846 1.641753
7.3281072 2.100114
7.3947297 1.371211
7.4613416 1.811825
7.5279641 1.11367
7.5945867 0.923332
7.6611985 1.645055
7.7278211 0.866911
7.7944437 1.262791
7.8610555 1.175589
7.9276781 1.523803
7.9943007 1.714801
8.0609125 1.538218
8.1275351 1.064151
8.1941576 0.855965
8.2607695 0.795563
8.3273921 1.128089
8.3940146 0.597869
8.4606372 0.746639
8.527249 0.982851
8.5938716 0.563275
8.6604942 0.529558
8.727106 0.687054
8.7937286 0.783561
8.8603512 0.661188
8.926963 0.620721
8.9935856 0.629594
9.0602081 0.908665
9.12682 0.610791
9.1934425 0.642767
9.2600651 0.633674
9.3266769 0.599113
9.3932995 0.680653
9.4599221 0.831755
9.5265339 0.540769
9.5931565 0.623093
9.6597791 0.881523
9.7263909 0.46663
9.7930135 0.780048
9.8596361 1.391904
9.9262479 1.286393
9.9928705 1.475566
10.059493 1.303631
10.126116 0.709792
10.192727 0.749751
10.25935 0.572141
10.325973 1.278594
10.392584 1.034328
10.459207 0.652795
10.52583 0.717666
10.592441 0.773627
10.659064 1.318148
10.725687 1.223346
10.792298 1.073482
10.858921 0.846178
10.925544 0.887131
10.992155 0.730575
11.058778 0.780337
11.125401 0.639113
11.192012 2.063379
11.258635 0.775131
11.325257 1.025991
11.391869 1.011362
11.458492 0.903342
11.525114 1.037257
11.591737 1.391926
11.658349 1.014893
11.724971 0.867917
11.791594 1.15725
11.858206 1.086222
11.924828 1.524783
11.991451 1.036068
12.058063 1.145651
12.124685 0.735358
12.191308 1.074112
12.25792 0.79664
12.324542 0.856891
12.391165 0.923469
12.457777 1.274557
12.524399 1.175282
12.591022 0.949018
12.657634 1.12251
12.724256 0.998072
12.790879 0.868558
12.857491 1.35971
12.924113 1.944896
12.990736 0.645977
13.057358 1.128187
13.12397 0.434713
13.190593 0.874493
13.257215 0.849832
13.323827 0.811813
13.39045 1.146394
13.457072 1.332552
13.523684 0.702217
13.590307 0.805096
13.656929 1.090854
13.723541 1.376334
13.790164 0.996285
13.856786 0.906721
13.923398 0.837893
13.990021 0.972927
14.056643 0.565929
14.123255 1.404992
14.189878 1.265596
14.2565 0.794391
14.323112 0.926313
14.389735 1.042121
14.456357 1.089483
14.522969 1.190899
14.589592 1.329797
14.656214 1.03239
14.722837 1.132631
14.789449 0.569617
14.856071 0.834291
14.922694 0.803565
14.989306 0.611459
15.055928 0.608036
15.122551 0.656982
15.189163 1.270181
15.255785 0.694763
15.322408 1.58736
15.38902 0.756568
15.455642 0.58896
15.522265 0.627715
15.588877 1.979212
15.655499 1.01979
15.722122 0.800738
15.788734 1.073563
15.855356 0.796334
15.921979 0.837099
15.988591 0.946454
16.055213 1.233995
16.121836 1.024514
16.188458 1.248247
16.25507 0.832061
16.321693 0.824184
16.388315 1.38478
16.454927 0.970129
16.52155 1.027133
16.588172 0.854881
16.654784 1.60024
16.721407 1.072266
