# t/tauB	proportion
4.152444444444444343e+03 5.157380000000000297e-01
4.159111111111111313e+03 5.172080000000000011e-01
4.165777777777777374e+03 5.153240000000000043e-01
4.172444444444444343e+03 5.162349999999999994e-01
4.179111111111111313e+03 5.102309999999999901e-01
4.185777777777777374e+03 5.147740000000000649e-01
4.192444444444444343e+03 5.126560000000000006e-01
4.199111111111111313e+03 5.146569999999999201e-01
4.205777777777777374e+03 5.160860000000000447e-01
4.212444444444444343e+03 5.143250000000000322e-01
4.219111111111111313e+03 5.129019999999999690e-01
4.225777777777777374e+03 5.164629999999998944e-01
4.232444444444444343e+03 5.151799999999999713e-01
4.239111111111111313e+03 5.169040000000000301e-01
4.245777777777777374e+03 5.161890000000000089e-01
4.252444444444444343e+03 5.148710000000000786e-01
4.259111111111111313e+03 5.167599999999999971e-01
4.265777777777777374e+03 5.165750000000000064e-01
4.272444444444444343e+03 5.176950000000000163e-01
4.279111111111111313e+03 5.177119999999999500e-01
4.285777777777777374e+03 5.224640000000000395e-01
4.292444444444444343e+03 5.180970000000000297e-01
4.299111111111111313e+03 5.218369999999999953e-01
4.305777777777777374e+03 5.213290000000000424e-01
4.312444444444444343e+03 5.214600000000000346e-01
4.319111111111111313e+03 5.234140000000000459e-01
4.325777777777777374e+03 5.217979999999999841e-01
4.332444444444444343e+03 5.215560000000000196e-01
4.339111111111111313e+03 5.200000000000000178e-01
4.345777777777777374e+03 5.221189999999999998e-01
4.352444444444444343e+03 5.240489999999999871e-01
4.359111111111111313e+03 5.245800000000000463e-01
4.365777777777777374e+03 5.220020000000000771e-01
4.372444444444444343e+03 5.263210000000000388e-01
4.379111111111111313e+03 5.261390000000000233e-01
4.385777777777777374e+03 5.244610000000000660e-01
4.392444444444444343e+03 5.291040000000000187e-01
4.399111111111111313e+03 5.281010000000000426e-01
4.405777777777777374e+03 5.302530000000000854e-01
4.412444444444444343e+03 5.272019999999999484e-01
4.419111111111111313e+03 5.292029999999999790e-01
4.425777777777777374e+03 5.331870000000000775e-01
4.432444444444444343e+03 5.298749999999999849e-01
4.439111111111111313e+03 5.308980000000000921e-01
4.445777777777777374e+03 5.324539999999999829e-01
4.452444444444444343e+03 5.289319999999999578e-01
4.459111111111111313e+03 5.292890000000000095e-01
4.465777777777777374e+03 5.281890000000000196e-01
4.472444444444444343e+03 5.262869999999999493e-01
4.479111111111111313e+03 5.316959999999999464e-01
4.485777777777777374e+03 5.331960000000000033e-01
4.492444444444444343e+03 5.315419999999999590e-01
4.499111111111111313e+03 5.293410000000000615e-01
4.505777777777777374e+03 5.285770000000000746e-01
4.512444444444444343e+03 5.297540000000000582e-01
4.519111111111111313e+03 5.307250000000000023e-01
4.525777777777777374e+03 5.301449999999999774e-01
4.532444444444444343e+03 5.286049999999999915e-01
4.539111111111111313e+03 5.297100000000000142e-01
4.545777777777777374e+03 5.275410000000000377e-01
4.552444444444444343e+03 5.275300000000000544e-01
4.559111111111111313e+03 5.303970000000000073e-01
4.565777777777777374e+03 5.301180000000000891e-01
4.572444444444444343e+03 5.315559999999999174e-01
4.579111111111111313e+03 5.283980000000000343e-01
4.585777777777777374e+03 5.283200000000000118e-01
4.592444444444444343e+03 5.288269999999999360e-01
4.599111111111111313e+03 5.303679999999999506e-01
4.605777777777777374e+03 5.299169999999999714e-01
4.612444444444444343e+03 5.326440000000000063e-01
4.619111111111111313e+03 5.344910000000000494e-01
4.625777777777777374e+03 5.312529999999999752e-01
4.632444444444444343e+03 5.310399999999999565e-01
4.639111111111111313e+03 5.326379999999999448e-01
4.645777777777777374e+03 5.309479999999999755e-01
4.652444444444444343e+03 5.318620000000000569e-01
4.659111111111111313e+03 5.336019999999999097e-01
4.665777777777777374e+03 5.305450000000000443e-01
4.672444444444444343e+03 5.349490000000000078e-01
4.679111111111111313e+03 5.342180000000000817e-01
4.685777777777777374e+03 5.357609999999999317e-01
4.692444444444444343e+03 5.318640000000000034e-01
4.699111111111111313e+03 5.373639999999999528e-01
4.705777777777777374e+03 5.380389999999999340e-01
4.712444444444444343e+03 5.361569999999999947e-01
4.719111111111111313e+03 5.386319999999999997e-01
4.725777777777777374e+03 5.393310000000000048e-01
4.732444444444444343e+03 5.400110000000000188e-01
4.739111111111111313e+03 5.392980000000000551e-01
4.745777777777777374e+03 5.394749999999999268e-01
4.752444444444444343e+03 5.452519999999999589e-01
4.759111111111111313e+03 5.388269999999999449e-01
4.765777777777777374e+03 5.396970000000000933e-01
4.772444444444444343e+03 5.412099999999999689e-01
4.779111111111111313e+03 5.418290000000000051e-01
4.785777777777777374e+03 5.410280000000000644e-01
4.792444444444444343e+03 5.400700000000000500e-01
4.799111111111111313e+03 5.418810000000000571e-01
4.805777777777777374e+03 5.427599999999999092e-01
4.812444444444444343e+03 5.433250000000000579e-01
4.819111111111111313e+03 5.470760000000000067e-01
4.825777777777777374e+03 5.427040000000000752e-01
4.832444444444444343e+03 5.413669999999999316e-01
4.839111111111111313e+03 5.425389999999999935e-01
4.845777777777777374e+03 5.449140000000000095e-01
4.852444444444444343e+03 5.440450000000001118e-01
4.859111111111111313e+03 5.418250000000000011e-01
4.865777777777777374e+03 5.410820000000000629e-01
4.872444444444444343e+03 5.443240000000000300e-01
4.879111111111111313e+03 5.445260000000000655e-01
4.885777777777777374e+03 5.429189999999999294e-01
4.892444444444444343e+03 5.426899999999998947e-01
4.899111111111111313e+03 5.423270000000000035e-01
4.905777777777777374e+03 5.429150000000000365e-01
4.912444444444444343e+03 5.412669999999999426e-01
4.919111111111111313e+03 5.453889999999999016e-01
4.925777777777777374e+03 5.486230000000000828e-01
4.932444444444444343e+03 5.478730000000000544e-01
4.939111111111111313e+03 5.459609999999999186e-01
4.945777777777777374e+03 5.494550000000000267e-01
4.952444444444444343e+03 5.488089999999999913e-01
4.959111111111111313e+03 5.491619999999999280e-01
4.965777777777777374e+03 5.540359999999999729e-01
4.972444444444444343e+03 5.478970000000000784e-01
4.979111111111111313e+03 5.486870000000000358e-01
4.985777777777777374e+03 5.488409999999999123e-01
4.992444444444444343e+03 5.493289999999999562e-01
4.999111111111111313e+03 5.488349999999999618e-01
5.005777777777777374e+03 5.481430000000000469e-01
5.012444444444444343e+03 5.492839999999999945e-01
5.019111111111111313e+03 5.503460000000000019e-01
5.025777777777777374e+03 5.476090000000000124e-01
5.032444444444444343e+03 5.468969999999999665e-01
5.039111111111111313e+03 5.493559999999999555e-01
5.045777777777777374e+03 5.481849999999999223e-01
5.052444444444444343e+03 5.497499999999999609e-01
5.059111111111111313e+03 5.520549999999999624e-01
5.065777777777777374e+03 5.486010000000000053e-01
5.072444444444444343e+03 5.541510000000000602e-01
5.079111111111111313e+03 5.520089999999999719e-01
5.085777777777777374e+03 5.512669999999999515e-01
5.092444444444444343e+03 5.495209999999999262e-01
5.099111111111111313e+03 5.511170000000000790e-01
5.105777777777777374e+03 5.498150000000000537e-01
5.112444444444444343e+03 5.502789999999999626e-01
5.119111111111111313e+03 5.516659999999999897e-01
5.125777777777777374e+03 5.537279999999999980e-01
5.132444444444444343e+03 5.508930000000000771e-01
5.139111111111111313e+03 5.492479999999999585e-01
5.145777777777777374e+03 5.520510000000000694e-01
5.152444444444444343e+03 5.552349999999999230e-01
5.159111111111111313e+03 5.543890000000000207e-01
5.165777777777777374e+03 5.562430000000000430e-01
5.172444444444444343e+03 5.568500000000000671e-01
5.179111111111111313e+03 5.538959999999999440e-01
5.185777777777777374e+03 5.569169999999998844e-01
5.192444444444444343e+03 5.567130000000000134e-01
5.199111111111111313e+03 5.570389999999999509e-01
5.205777777777777374e+03 5.563240000000000407e-01
5.212444444444444343e+03 5.573550000000000448e-01
5.219111111111111313e+03 5.577099999999999280e-01
5.225777777777777374e+03 5.572199999999999376e-01
5.232444444444444343e+03 5.562759999999999927e-01
5.239111111111111313e+03 5.552889999999999215e-01
5.245777777777777374e+03 5.548459999999999503e-01
5.252444444444444343e+03 5.580019999999999980e-01
5.259111111111111313e+03 5.551249999999999796e-01
5.265777777777777374e+03 5.586670000000000247e-01
5.272444444444444343e+03 5.582229999999999137e-01
5.279111111111111313e+03 5.580780000000000740e-01
5.285777777777777374e+03 5.608349999999999724e-01
5.292444444444444343e+03 5.562639999999999807e-01
5.299111111111111313e+03 5.571110000000000229e-01
5.305777777777777374e+03 5.597229999999999706e-01
5.312444444444444343e+03 5.590519999999999934e-01
5.319111111111111313e+03 5.588820000000001009e-01
5.325777777777777374e+03 5.579549999999999788e-01
5.332444444444444343e+03 5.596529999999999561e-01
5.339111111111111313e+03 5.571809999999999263e-01
5.345777777777777374e+03 5.581500000000000350e-01
5.352444444444444343e+03 5.528170000000000028e-01
5.359111111111111313e+03 5.563559999999999617e-01
5.365777777777777374e+03 5.585849999999998872e-01
5.372444444444444343e+03 5.620140000000000136e-01
5.379111111111111313e+03 5.591479999999999784e-01
5.385777777777777374e+03 5.599680000000000213e-01
5.392444444444444343e+03 5.611650000000000249e-01
5.399111111111111313e+03 5.595589999999999176e-01
5.405777777777777374e+03 5.568130000000000024e-01
5.412444444444444343e+03 5.565970000000000084e-01
5.419111111111111313e+03 5.577220000000000510e-01
5.425777777777777374e+03 5.566809999999999814e-01
5.432444444444444343e+03 5.585219999999999629e-01
5.439111111111111313e+03 5.557320000000000038e-01
5.445777777777777374e+03 5.553580000000000183e-01
5.452444444444444343e+03 5.564169999999999394e-01
5.459111111111111313e+03 5.577280000000000015e-01
5.465777777777777374e+03 5.588290000000000202e-01
5.472444444444444343e+03 5.554810000000000025e-01
5.479111111111111313e+03 5.570829999999999949e-01
5.485777777777777374e+03 5.566200000000001147e-01
5.492444444444444343e+03 5.580879999999999175e-01
5.499111111111111313e+03 5.551809999999999246e-01
5.505777777777777374e+03 5.613369999999999749e-01
5.512444444444444343e+03 5.605430000000000135e-01
5.519111111111111313e+03 5.646789999999999310e-01
5.525777777777777374e+03 5.612200000000000522e-01
5.532444444444444343e+03 5.597019999999999218e-01
5.539111111111111313e+03 5.641380000000000283e-01
5.545777777777777374e+03 5.620950000000000113e-01
5.552444444444444343e+03 5.640350000000000641e-01
5.559111111111111313e+03 5.626960000000000850e-01
5.565777777777777374e+03 5.604479999999999462e-01
5.572444444444444343e+03 5.648279999999999967e-01
5.579111111111111313e+03 5.655749999999999389e-01
5.585777777777777374e+03 5.652939999999999632e-01
5.592444444444444343e+03 5.638170000000000126e-01
5.599111111111111313e+03 5.649820000000000952e-01
5.605777777777777374e+03 5.648889999999999745e-01
5.612444444444444343e+03 5.667459999999999720e-01
5.619111111111111313e+03 5.690920000000000423e-01
5.625777777777777374e+03 5.656060000000000532e-01
5.632444444444444343e+03 5.669509999999999827e-01
5.639111111111111313e+03 5.662300000000000111e-01
5.645777777777777374e+03 5.643559999999999688e-01
5.652444444444444343e+03 5.650850000000000595e-01
5.659111111111111313e+03 5.664970000000000283e-01
5.665777777777777374e+03 5.689250000000000140e-01
5.672444444444444343e+03 5.682070000000000176e-01
5.679111111111111313e+03 5.654259999999999842e-01
5.685777777777777374e+03 5.679739999999999789e-01
5.692444444444444343e+03 5.627539999999999765e-01
5.699111111111111313e+03 5.642559999999999798e-01
5.705777777777777374e+03 5.661240000000000716e-01
5.712444444444444343e+03 5.688169999999999060e-01
5.719111111111111313e+03 5.670299999999999230e-01
5.725777777777777374e+03 5.678860000000000019e-01
5.732444444444444343e+03 5.681910000000000016e-01
5.739111111111111313e+03 5.662830000000000918e-01
5.745777777777777374e+03 5.672719999999999985e-01
5.752444444444444343e+03 5.669330000000001313e-01
5.759111111111111313e+03 5.679769999999999541e-01
5.765777777777777374e+03 5.687329999999999330e-01
5.772444444444444343e+03 5.654600000000000737e-01
5.779111111111111313e+03 5.681659999999999489e-01
5.785777777777777374e+03 5.663129999999999553e-01
5.792444444444444343e+03 5.688739999999999908e-01
5.799111111111111313e+03 5.687249999999999250e-01
5.805777777777777374e+03 5.688969999999999860e-01
5.812444444444444343e+03 5.699629999999999974e-01
5.819111111111111313e+03 5.692269999999999275e-01
5.825777777777777374e+03 5.738579999999999792e-01
5.832444444444444343e+03 5.725850000000000106e-01
5.839111111111111313e+03 5.736470000000000180e-01
5.845777777777777374e+03 5.748720000000000496e-01
5.852444444444444343e+03 5.687360000000000193e-01
5.859111111111111313e+03 5.694500000000000117e-01
5.865777777777777374e+03 5.697220000000000617e-01
5.872444444444444343e+03 5.713399999999999590e-01
5.879111111111111313e+03 5.703719999999999901e-01
5.885777777777777374e+03 5.705679999999999641e-01
5.892444444444444343e+03 5.688010000000001121e-01
5.899111111111111313e+03 5.702229999999999244e-01
5.905777777777777374e+03 5.706700000000000106e-01
5.912444444444444343e+03 5.678069999999999506e-01
5.919111111111111313e+03 5.689480000000000093e-01
5.925777777777777374e+03 5.684829999999999606e-01
5.932444444444444343e+03 5.710890000000000688e-01
5.939111111111111313e+03 5.725130000000000496e-01
5.945777777777777374e+03 5.714059999999999695e-01
5.952444444444444343e+03 5.719520000000000159e-01
5.959111111111111313e+03 5.731230000000000491e-01
5.965777777777777374e+03 5.753709999999999658e-01
5.972444444444444343e+03 5.714660000000000295e-01
5.979111111111111313e+03 5.713040000000000340e-01
5.985777777777777374e+03 5.722679999999999989e-01
5.992444444444444343e+03 5.703750000000000764e-01
5.999111111111111313e+03 5.677799999999999514e-01
6.005777777777777374e+03 5.728230000000000821e-01
6.012444444444444343e+03 5.724530000000001007e-01
6.019111111111111313e+03 5.707039999999999891e-01
6.025777777777777374e+03 5.711919999999999220e-01
6.032444444444444343e+03 5.700989999999999114e-01
6.039111111111111313e+03 5.715550000000000352e-01
6.045777777777777374e+03 5.722780000000000644e-01
6.052444444444444343e+03 5.730420000000000513e-01
6.059111111111111313e+03 5.735490000000000865e-01
6.065777777777777374e+03 5.743909999999999849e-01
6.072444444444444343e+03 5.741169999999999884e-01
6.079111111111111313e+03 5.725029999999999841e-01
6.085777777777777374e+03 5.745000000000000107e-01
6.092444444444444343e+03 5.745419999999999972e-01
6.099111111111111313e+03 5.767100000000000559e-01
6.105777777777777374e+03 5.721089999999999787e-01
6.112444444444444343e+03 5.716719999999999580e-01
6.119111111111111313e+03 5.759039999999999715e-01
6.125777777777777374e+03 5.748910000000000409e-01
6.132444444444444343e+03 5.760799999999999255e-01
6.139111111111111313e+03 5.748599999999999266e-01
6.145777777777777374e+03 5.723310000000000342e-01
6.152444444444444343e+03 5.736710000000000420e-01
6.159111111111111313e+03 5.758970000000001033e-01
6.165777777777777374e+03 5.732820000000000693e-01
6.172444444444444343e+03 5.802190000000000403e-01
6.179111111111111313e+03 5.758809999999999762e-01
6.185777777777777374e+03 5.784380000000000077e-01
6.192444444444444343e+03 5.772459999999999258e-01
6.199111111111111313e+03 5.777539999999999898e-01
6.205777777777777374e+03 5.799450000000000438e-01
6.212444444444444343e+03 5.825219999999999843e-01
6.219111111111111313e+03 5.784970000000000390e-01
6.225777777777777374e+03 5.795529999999999848e-01
6.232444444444444343e+03 5.797919999999999741e-01
6.239111111111111313e+03 5.807970000000000077e-01
6.245777777777777374e+03 5.805949999999999722e-01
6.252444444444444343e+03 5.782270000000000465e-01
6.259111111111111313e+03 5.826199999999999157e-01
6.265777777777777374e+03 5.785379999999999967e-01
6.272444444444444343e+03 5.792809999999999349e-01
